28,24
38,22
25,28
26,26
37,17
65,1
41,18
36,24
56,2
54,4
50,5
64,1
23,27
66,1
33,28
30,27
35,22
27,17
34,21
31,21
39,15
55,1
51,6
49,4
59,4
61,1
57,1
24,18
47,8
46,4
45,6
19,16
18,13
32,17
40,14
42,8
43,9
29,29
21,13
22,10
20,16
44,11
17,10
15,8
16,12
14,4
12,8
13,6
48,4
10,5
9,7
11,5
7,1
8,1
